"escuela","sexo","edad","ambito","grupo_familiar","estado_padres","educ_madre","educ_padre","trabajo_madre","trabajo_padre","razon_escuela","tutor","duracion_viaje","tiempo_estudio","asignaturas_perdidas","becas","apoyo_familiar","clases_particulares","act_extracurriculares","fue_guarderia","quiere_educ_superior","internet_casa","en_pareja","rel_familia","tiempo_libre","sale_con_amigos","alcohol_diario","alcohol_semanal","salud","ausencias","nota_1er_parcial","nota_2do_parcial","nota_final"
"GP","F",17,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","otro","reputacion","","1 a 15 min","5 a 10 horas",1,"no","si","no","si","","si","no","si","buena","mas o menos","mucho","muy poco","muy poco","muy buena",0,6,5,0
"GP","F",16,"urbano","mas de 3","","primaria (hasta 9no)","secundaria","servicios publicos","educacion","otra","madre","1 a 15 min","2 a 5 horas",0,"si","no","no","no","si","si","","no","mala","mas o menos","muy poco","muy poco","muy poco","mas o menos",2,16,16,17
"GP","M",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","cerca de casa","madre","15 a 30 min","2 a 5 horas",0,"no","si","si","no","si","si","si","no","mas o menos","mas o menos","mas o menos","muchisimo","muchisimo","buena",0,12,13,13
"GP","F",16,"urbano","mas de 3","juntos","universitaria","universitaria","educacion","servicios publicos","cerca de casa","madre","1 a 15 min","5 a 10 horas",0,"no","si","no","si","no","si","si","no","muy buena","mas o menos","poco","muy poco","muy poco","muy buena",0,13,13,14
"GP","F",18,"rural","mas de 3","juntos","secundaria","primaria (hasta 4to)","otro","otro","reputacion","","1 a 15 min","2 a 5 horas",1,"no","no","no","si","si","si","si","si","muy buena","mas o menos","mas o menos","muy poco","muy poco","buena",16,9,8,7
"GP","F",17,"urbano","mas de 3","juntos","secundaria","primaria (hasta 9no)","otro","otro","cursos","madre","1 a 15 min","2 a 5 horas",0,"no","no","no","si","no","","","no","muy buena","mas o menos","mucho","muy poco","mas o menos","mas o menos",10,16,15,15
"GP","M",17,"urbano","menos de 3","","primaria (hasta 9no)","secundaria","servicios publicos","servicios publicos","reputacion","padre","1 a 15 min","2 a 5 horas",0,"","si","si","no","no","","si","no","muy buena","mas o menos","mas o menos","muy poco","mas o menos","mas o menos",2,12,11,12
"GP","M",18,"urbano","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","desde casa","otro","cursos","","mas de 1 hora","2 a 5 horas",0,"si","si","si","si","si","si","si","si","buena","mas o menos","poco","mucho","muchisimo","mas o menos",14,10,8,9
"GP","F",17,"urbano","mas de 3","separados","primaria (hasta 9no)","primaria (hasta 4to)","otro","otro","cursos","madre","15 a 30 min","5 a 10 horas",0,"","no","no","si","si","si","si","si","mas o menos","poco","mas o menos","muy poco","poco","mas o menos",10,12,10,12
"GP","F",17,"urbano","menos de 3","juntos","universitaria","secundaria","salud","","reputacion","padre","1 a 15 min","2 a 5 horas",0,"no","no","no","si","si","si","","si","mas o menos","poco","mas o menos","muy poco","poco","mas o menos",14,13,13,14
"GP","M",17,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","","cursos","padre","15 a 30 min","2 a 5 horas",0,"no","si","si","si","","si","si","no","buena","muchisimo","poco","muy poco","muy poco","muy mala",4,11,11,11
"GP","M",17,"urbano","mas de 3","","universitaria","universitaria","educacion","educacion","reputacion","","1 a 15 min","2 a 5 horas",0,"si","si","no","si","si","","si","si","buena","muchisimo","muchisimo","muy poco","mas o menos","mala",14,11,9,9
"GP","M",16,"urbano","mas de 3","juntos","universitaria","universitaria","salud","otro","reputacion","padre","1 a 15 min","2 a 5 horas",0,"no","si","si","si","si","si","si","no","buena","poco","mucho","poco","mucho","muy mala",2,14,13,13
"GP","M",16,"urbano","menos de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","","cerca de casa","madre","15 a 30 min","2 a 5 horas",0,"no","si","si","no","si","si","si","no","mas o menos","mucho","poco","muy poco","muy poco","muy buena",18,9,7,6
"GP","M",16,"urbano","mas de 3","juntos","secundaria","primaria (hasta 9no)","desde casa","otro","reputacion","","15 a 30 min","5 a 10 horas",0,"no","no","no","si","si","si","si","si","muy buena","mas o menos","mas o menos","muy poco","mas o menos","mala",10,11,9,10
"GP","M",17,"urbano","menos de 3","","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","cerca de casa","padre","1 a 15 min","2 a 5 horas",0,"no","no","si","si","no","si","si","si","buena","mucho","poco","muchisimo","muchisimo","buena",4,14,13,13
"GP","F",16,"urbano","mas de 3","","primaria (hasta 9no)","primaria (hasta 4to)","otro","otro","cerca de casa","madre","1 a 15 min","menos de 2 horas",0,"no","no","no","no","si","si","si","si","buena","muchisimo","poco","muy poco","muy poco","muy buena",20,13,12,12
"GP","F",17,"rural","mas de 3","","primaria (hasta 9no)","primaria (hasta 4to)","desde casa","servicios publicos","cursos","","30 min a 1 hora","2 a 5 horas",0,"no","no","no","si","si","","no","no","mala","muy poco","muy poco","muy poco","muy poco","mas o menos",2,13,11,11
"GP","M",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","servicios publicos","reputacion","padre","1 a 15 min","2 a 5 horas",1,"no","no","no","no","si","no","si","no","muy buena","muchisimo","mucho","mas o menos","muchisimo","mala",0,7,7,0
"GP","M",17,"urbano","menos de 3","juntos","universitaria","secundaria","salud","otro","cursos","madre","15 a 30 min","2 a 5 horas",0,"","no","no","si","si","","","si","mala","muchisimo","muchisimo","muy poco","mucho","muy buena",14,12,12,12
"GP","M",17,"rural","menos de 3","separados","universitaria","universitaria","educacion","otro","cursos","madre","15 a 30 min","2 a 5 horas",0,"no","si","si","no","","si","si","no","mas o menos","mas o menos","mas o menos","poco","mas o menos","buena",2,10,11,12
"GP","M",16,"urbano","menos de 3","juntos","universitaria","secundaria","educacion","","cursos","madre","1 a 15 min","menos de 2 horas",0,"no","no","no","si","no","si","si","no","muy buena","mucho","muchisimo","muy poco","muy poco","mas o menos",0,6,0,0
"GP","M",16,"urbano","mas de 3","juntos","universitaria","universitaria","servicios publicos","servicios publicos","cursos","madre","1 a 15 min","menos de 2 horas",0,"no","no","no","si","si","si","si","no","muy buena","mas o menos","poco","muy poco","poco","muy buena",0,13,12,12
"GP","F",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","otro","otro","cursos","otro","15 a 30 min","5 a 10 horas",0,"no","si","si","no","no","si","si","si","buena","mucho","mucho","muy poco","muy poco","mas o menos",0,7,0,0
"GP","M",16,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","otro","otro","cursos","madre","30 min a 1 hora","menos de 2 horas",0,"no","no","no","no","si","si","","no","buena","mas o menos","mas o menos","muy poco","muy poco","buena",6,18,18,18
"GP","M",17,"urbano","mas de 3","juntos","primaria (hasta 9no)","secundaria","otro","otro","cursos","padre","15 a 30 min","menos de 2 horas",0,"no","no","no","no","si","si","si","no","muy buena","poco","poco","muy poco","muy poco","mala",4,12,12,13
"GP","M",22,"urbano","mas de 3","","secundaria","primaria (hasta 4to)","servicios publicos","servicios publicos","otra","madre","1 a 15 min","menos de 2 horas",3,"no","no","no","no","no","no","si","si","muy buena","mucho","muchisimo","muchisimo","muchisimo","muy mala",16,6,8,8
"GP","M",18,"rural","menos de 3","juntos","secundaria","secundaria","otro","servicios publicos","cursos","madre","1 a 15 min","2 a 5 horas",1,"no","si","no","no","si","si","si","si","buena","mas o menos","mas o menos","muy poco","mas o menos","muy buena",8,3,5,5
"GP","M",16,"urbano","mas de 3","juntos","ninguna","primaria (hasta 9no)","otro","otro","otra","madre","1 a 15 min","menos de 2 horas",0,"no","no","si","no","no","si","si","no","buena","mas o menos","poco","poco","mucho","muy buena",0,13,15,15
"GP","M",18,"urbano","mas de 3","juntos","secundaria","primaria (hasta 9no)","servicios publicos","otro","cursos","madre","15 a 30 min","menos de 2 horas",1,"no","no","no","no","si","no","si","no","buena","mucho","muchisimo","poco","mucho","muy buena",0,6,8,8
"GP","M",16,"urbano","mas de 3","juntos","secundaria","secundaria","desde casa","","reputacion","otro","30 min a 1 hora","2 a 5 horas",0,"si","si","no","no","no","si","si","no","muy buena","mas o menos","mas o menos","muy poco","mas o menos","mala",6,7,10,10
"GP","M",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","servicios publicos","servicios publicos","otra","madre","1 a 15 min","menos de 2 horas",1,"no","no","no","no","no","no","si","no","mas o menos","poco","muchisimo","poco","muchisimo","muy buena",4,6,9,8
"GP","M",16,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","otro","otro","cursos","","15 a 30 min","menos de 2 horas",0,"no","no","no","si","no","si","no","no","mas o menos","mas o menos","poco","muy poco","mas o menos","mas o menos",0,8,9,8
"GP","M",17,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","otro","otro","cursos","madre","1 a 15 min","menos de 2 horas",0,"no","no","no","no","no","si","si","no","buena","mucho","poco","poco","mucho","muy buena",0,8,12,12
"GP","M",17,"urbano","menos de 3","","primaria (hasta 4to)","primaria (hasta 4to)","salud","otro","cursos","madre","15 a 30 min","menos de 2 horas",1,"","si","no","si","si","","si","no","buena","mucho","mucho","muy poco","poco","muy buena",2,7,9,8
"GP","F",17,"urbano","menos de 3","juntos","universitaria","primaria (hasta 9no)","educacion","servicios publicos","reputacion","madre","1 a 15 min","mas de 10 horas",0,"no","si","si","si","si","si","si","no","buena","poco","mas o menos","muy poco","muy poco","buena",6,14,12,13
"GP","M",19,"urbano","menos de 3","separados","universitaria","secundaria","servicios publicos","desde casa","reputacion","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","si","si","si","no","buena","mas o menos","muy poco","muy poco","muy poco","muy mala",12,11,11,11
"GP","M",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","otro","otro","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","no","no","si","si","si","si","no","muy buena","poco","mucho","muy poco","poco","buena",8,15,14,14
"GP","F",17,"urbano","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","servicios publicos","servicios publicos","cursos","padre","1 a 15 min","mas de 10 horas",0,"no","no","si","si","si","","si","si","mas o menos","mucho","muy poco","muy poco","muy poco","mala",0,10,9,0
"GP","F",18,"urbano","mas de 3","juntos","universitaria","secundaria","servicios publicos","otro","cerca de casa","padre","1 a 15 min","2 a 5 horas",0,"no","si","si","no","","","si","si","mas o menos","muy poco","poco","muy poco","mas o menos","mala",21,17,18,18
"GP","M",18,"urbano","mas de 3","","universitaria","secundaria","educacion","otro","cursos","madre","1 a 15 min","2 a 5 horas",0,"no","si","si","no","no","si","si","no","buena","mas o menos","poco","muy poco","muy poco","mas o menos",2,8,8,8
"GP","M",18,"rural","mas de 3","juntos","secundaria","primaria (hasta 9no)","otro","","cursos","madre","1 a 15 min","5 a 10 horas",0,"no","no","no","si","no","","no","no","muy buena","mas o menos","poco","muy poco","muy poco","mas o menos",1,13,12,12
"GP","F",17,"urbano","mas de 3","juntos","secundaria","secundaria","otro","otro","cerca de casa","madre","1 a 15 min","5 a 10 horas",0,"no","no","no","si","no","si","no","no","mas o menos","poco","mas o menos","muy poco","muy poco","buena",4,10,9,9
"GP","F",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","desde casa","servicios publicos","cerca de casa","madre","1 a 15 min","5 a 10 horas",0,"no","si","si","si","si","si","si","si","buena","mas o menos","mas o menos","muy poco","muy poco","mas o menos",0,9,10,0
"GP","M",18,"rural","menos de 3","separados","secundaria","universitaria","otro","otro","reputacion","madre","15 a 30 min","2 a 5 horas",0,"no","si","si","si","si","","si","no","buena","poco","muchisimo","mas o menos","mucho","muy mala",13,17,17,17
"GP","M",17,"urbano","mas de 3","juntos","secundaria","primaria (hasta 4to)","servicios publicos","otro","otra","madre","1 a 15 min","2 a 5 horas",0,"no","no","si","si","si","","si","si","muy buena","mucho","mucho","mas o menos","mucho","muy buena",2,9,9,10
"GP","F",18,"rural","mas de 3","juntos","universitaria","universitaria","educacion","otro","reputacion","madre","15 a 30 min","2 a 5 horas",0,"no","no","si","si","","si","si","no","buena","mas o menos","mucho","poco","poco","buena",8,12,10,11
"GP","M",18,"urbano","mas de 3","juntos","universitaria","primaria (hasta 9no)","salud","otro","reputacion","padre","1 a 15 min","2 a 5 horas",0,"no","si","si","si","si","","si","si","muy buena","mucho","muchisimo","muy poco","mas o menos","muy buena",10,10,9,10
"GP","F",18,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","otro","otro","reputacion","madre","15 a 30 min","2 a 5 horas",0,"","si","no","no","si","no","si","si","buena","mas o menos","muchisimo","muy poco","poco","mas o menos",0,6,0,0
"GP","F",19,"urbano","mas de 3","","secundaria","secundaria","otro","servicios publicos","cerca de casa","otro","1 a 15 min","2 a 5 horas",2,"no","si","si","si","si","si","si","no","buena","mas o menos","muchisimo","mas o menos","mas o menos","muy buena",15,9,9,9
"GP","F",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","secundaria","otro","servicios publicos","reputacion","padre","1 a 15 min","mas de 10 horas",0,"no","si","si","si","si","si","si","si","buena","muchisimo","muchisimo","muy poco","mas o menos","mala",4,15,14,14
"GP","F",18,"urbano","menos de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","otro","cerca de casa","","15 a 30 min","2 a 5 horas",0,"no","si","si","no","no","si","no","no","buena","mucho","mas o menos","muy poco","muy poco","mas o menos",2,11,11,11
"GP","M",17,"rural","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 9no)","desde casa","desde casa","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","si","si","si","no","si","no","si","mas o menos","muchisimo","poco","poco","poco","muy mala",2,15,14,14
"GP","F",17,"urbano","mas de 3","juntos","primaria (hasta 9no)","universitaria","desde casa","salud","reputacion","madre","15 a 30 min","2 a 5 horas",0,"no","si","si","no","si","si","si","si","buena","mas o menos","mas o menos","muy poco","muy poco","muy mala",2,10,10,10
"GP","F",17,"urbano","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","servicios publicos","otro","cursos","madre","15 a 30 min","2 a 5 horas",0,"si","si","si","no","si","","","si","buena","mucho","mucho","poco","mas o menos","muy buena",6,12,12,12
"GP","F",18,"rural","mas de 3","separados","secundaria","primaria (hasta 9no)","otro","servicios publicos","cerca de casa","madre","15 a 30 min","2 a 5 horas",0,"no","no","no","no","no","no","si","si","buena","muy poco","muy poco","muy poco","muy poco","muy buena",75,10,9,9
"GP","M",18,"urbano","mas de 3","juntos","universitaria","universitaria","educacion","servicios publicos","cerca de casa","madre","15 a 30 min","menos de 2 horas",0,"no","no","si","si","si","","si","no","mas o menos","poco","mucho","muy poco","mucho","mas o menos",22,9,9,9
"GP","F",18,"urbano","mas de 3","juntos","universitaria","universitaria","salud","salud","reputacion","padre","1 a 15 min","2 a 5 horas",1,"si","si","no","si","si","si","si","si","mala","mucho","mucho","muy poco","muy poco","buena",15,9,8,8
"GP","M",18,"urbano","menos de 3","juntos","universitaria","secundaria","educacion","servicios publicos","cursos","madre","15 a 30 min","menos de 2 horas",0,"no","no","si","si","si","si","si","no","buena","poco","mas o menos","muy poco","poco","muy mala",8,10,11,10
"GP","M",17,"urbano","menos de 3","separados","universitaria","primaria (hasta 4to)","servicios publicos","otro","cerca de casa","madre","15 a 30 min","menos de 2 horas",0,"no","no","si","si","si","","si","si","buena","muchisimo","mucho","poco","mucho","muy buena",30,8,8,8
"GP","M",17,"urbano","menos de 3","separados","secundaria","primaria (hasta 9no)","educacion","servicios publicos","cerca de casa","madre","1 a 15 min","menos de 2 horas",1,"no","no","no","no","si","si","si","no","buena","mucho","mucho","mas o menos","mucho","mas o menos",19,11,9,10
"GP","F",18,"rural","menos de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","otro","reputacion","madre","15 a 30 min","mas de 10 horas",0,"no","si","si","si","si","si","no","no","muy buena","poco","poco","muy poco","muy poco","mas o menos",1,12,12,12
"GP","F",18,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","otro","cerca de casa","madre","15 a 30 min","2 a 5 horas",0,"si","no","no","si","si","si","si","no","muy buena","mucho","mucho","muy poco","muy poco","buena",4,8,9,10
"GP","F",17,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","cursos","","1 a 15 min","2 a 5 horas",0,"no","si","no","no","no","si","si","no","muy buena","mucho","muchisimo","muy poco","poco","muy buena",4,10,9,11
"GP","M",17,"urbano","mas de 3","","primaria (hasta 4to)","primaria (hasta 4to)","otro","otro","reputacion","padre","1 a 15 min","2 a 5 horas",0,"no","no","si","no","no","si","si","no","buena","mas o menos","mas o menos","muy poco","poco","buena",2,12,10,11
"GP","F",18,"urbano","mas de 3","","primaria (hasta 9no)","primaria (hasta 9no)","desde casa","desde casa","otra","madre","1 a 15 min","5 a 10 horas",0,"no","si","si","no","si","si","si","no","buena","mas o menos","mas o menos","muy poco","poco","mala",5,18,18,19
"GP","F",17,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","servicios publicos","educacion","reputacion","madre","1 a 15 min","5 a 10 horas",0,"no","si","si","no","si","","si","no","buena","mas o menos","mas o menos","muy poco","muy poco","mas o menos",6,13,12,12
"GP","M",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","servicios publicos","servicios publicos","reputacion","madre","1 a 15 min","5 a 10 horas",0,"no","no","si","si","","","si","no","buena","poco","mucho","muy poco","mas o menos","mala",6,15,14,14
"GP","M",18,"urbano","menos de 3","separados","universitaria","universitaria","educacion","educacion","reputacion","madre","1 a 15 min","2 a 5 horas",0,"no","si","si","si","si","si","si","no","muy buena","mucho","mas o menos","muy poco","muy poco","mala",9,15,13,15
"GP","M",18,"urbano","mas de 3","","universitaria","primaria (hasta 9no)","educacion","otro","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"","si","si","si","si","si","si","si","buena","mas o menos","poco","muy poco","mucho","muy buena",11,12,11,11
"GP","F",17,"urbano","mas de 3","","universitaria","secundaria","salud","servicios publicos","reputacion","madre","1 a 15 min","5 a 10 horas",0,"no","si","si","no","si","si","si","no","buena","poco","poco","muy poco","poco","mas o menos",0,15,15,15
"GP","F",18,"urbano","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","servicios publicos","desde casa","reputacion","madre","1 a 15 min","2 a 5 horas",1,"no","no","no","no","si","","si","si","muy buena","mucho","mas o menos","muy poco","muy poco","muy buena",12,12,12,13
"GP","F",17,"rural","menos de 3","juntos","secundaria","primaria (hasta 4to)","servicios publicos","otro","reputacion","","15 a 30 min","mas de 10 horas",0,"no","si","si","no","","si","no","no","mas o menos","muy poco","poco","muy poco","muy poco","mas o menos",6,18,18,18
"GP","M",18,"rural","menos de 3","juntos","secundaria","primaria (hasta 9no)","servicios publicos","","reputacion","madre","15 a 30 min","5 a 10 horas",0,"no","si","si","si","","si","si","no","muy buena","mucho","poco","muy poco","muy poco","buena",8,14,13,14
"GP","M",17,"urbano","mas de 3","juntos","secundaria","secundaria","salud","otro","cerca de casa","madre","1 a 15 min","menos de 2 horas",0,"","si","si","no","si","si","si","no","buena","mucho","mas o menos","muy poco","mas o menos","muy buena",4,14,12,11
"GP","F",19,"urbano","mas de 3","juntos","universitaria","universitaria","salud","otro","reputacion","otro","15 a 30 min","2 a 5 horas",0,"no","si","si","si","si","si","si","no","mala","mas o menos","mucho","poco","mas o menos","mala",0,10,9,0
"GP","F",18,"urbano","menos de 3","","universitaria","secundaria","otro","otro","cerca de casa","otro","15 a 30 min","2 a 5 horas",0,"no","si","si","no","si","si","si","si","buena","mucho","muchisimo","muy poco","poco","mala",10,10,8,8
"GP","F",18,"urbano","mas de 3","juntos","universitaria","secundaria","otro","otro","reputacion","padre","1 a 15 min","mas de 10 horas",0,"no","si","si","no","si","si","si","no","buena","mas o menos","mas o menos","muy poco","muy poco","mas o menos",0,14,13,14
"GP","M",18,"urbano","menos de 3","juntos","universitaria","universitaria","educacion","educacion","cerca de casa","madre","1 a 15 min","menos de 2 horas",0,"no","si","si","no","si","si","si","si","muy mala","mucho","poco","poco","poco","muy mala",5,16,15,16
"GP","F",18,"urbano","menos de 3","separados","universitaria","universitaria","salud","otro","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","si","si","si","si","buena","poco","mucho","muy poco","muy poco","buena",14,12,10,11
"GP","M",17,"urbano","menos de 3","juntos","universitaria","universitaria","otro","educacion","cerca de casa","padre","15 a 30 min","menos de 2 horas",0,"no","no","si","no","si","si","si","no","buena","muy poco","muy poco","poco","poco","muy buena",0,11,11,10
"GP","F",17,"urbano","mas de 3","juntos","universitaria","primaria (hasta 9no)","otro","otro","reputacion","","15 a 30 min","5 a 10 horas",0,"no","si","si","no","si","si","si","no","buena","mas o menos","mas o menos","muy poco","muy poco","mas o menos",0,15,12,14
"GP","F",17,"urbano","mas de 3","juntos","secundaria","primaria (hasta 9no)","salud","salud","reputacion","padre","1 a 15 min","mas de 10 horas",0,"no","si","si","si","no","si","si","no","muy buena","poco","poco","muy poco","poco","muy buena",0,17,17,18
"GP","M",19,"urbano","mas de 3","juntos","secundaria","secundaria","otro","otro","cerca de casa","otro","1 a 15 min","2 a 5 horas",1,"no","si","no","si","","si","si","si","buena","mucho","mucho","muy poco","muy poco","mas o menos",20,15,14,13
"GP","F",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","universitaria","servicios publicos","desde casa","reputacion","otro","1 a 15 min","2 a 5 horas",1,"no","si","si","si","si","si","si","no","buena","mucho","mas o menos","muy poco","muy poco","mas o menos",8,14,12,12
"GP","M",20,"urbano","mas de 3","separados","secundaria","primaria (hasta 9no)","servicios publicos","otro","cursos","otro","1 a 15 min","menos de 2 horas",0,"no","no","no","si","si","","no","no","muy buena","muchisimo","mas o menos","muy poco","muy poco","muy buena",0,17,18,18
"GP","M",19,"urbano","mas de 3","juntos","universitaria","universitaria","educacion","servicios publicos","reputacion","otro","15 a 30 min","menos de 2 horas",1,"no","si","si","no","si","si","si","si","buena","mas o menos","mucho","muy poco","muy poco","buena",38,8,9,8
"GP","M",19,"rural","mas de 3","juntos","secundaria","secundaria","otro","servicios publicos","reputacion","padre","1 a 15 min","2 a 5 horas",1,"no","no","no","si","si","si","no","si","buena","muchisimo","mas o menos","muy poco","poco","muy buena",0,15,12,12
"GP","F",19,"urbano","menos de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","","reputacion","otro","1 a 15 min","2 a 5 horas",1,"si","si","no","si","no","si","si","no","buena","mucho","mas o menos","muy poco","mas o menos","mas o menos",18,12,10,10
"GP","F",19,"urbano","menos de 3","juntos","primaria (hasta 4to)","primaria (hasta 9no)","servicios publicos","servicios publicos","cerca de casa","otro","1 a 15 min","2 a 5 horas",1,"no","no","no","si","no","si","no","si","buena","poco","mucho","poco","poco","mas o menos",0,9,9,0
"GP","F",19,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","desde casa","","otra","otro","30 min a 1 hora","2 a 5 horas",0,"no","si","no","no","si","no","si","si","mas o menos","mucho","muy poco","muy poco","muy poco","mala",20,14,12,13
"GP","M",19,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 9no)","otro","servicios publicos","cursos","otro","1 a 15 min","2 a 5 horas",1,"no","no","no","no","no","si","si","no","buena","muchisimo","poco","poco","poco","buena",3,13,11,11
"GP","F",19,"urbano","menos de 3","juntos","secundaria","primaria (hasta 9no)","servicios publicos","","reputacion","otro","15 a 30 min","2 a 5 horas",1,"no","si","si","no","no","","si","si","buena","poco","poco","muy poco","poco","muy mala",22,13,10,11
"GP","F",19,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","salud","cerca de casa","otro","1 a 15 min","5 a 10 horas",2,"no","no","no","no","no","si","si","si","buena","muy poco","poco","muy poco","muy poco","mas o menos",14,15,13,13
"GP","F",19,"rural","mas de 3","juntos","primaria (hasta 9no)","secundaria","otro","otro","reputacion","otro","1 a 15 min","5 a 10 horas",1,"no","no","no","no","si","si","si","si","buena","muy poco","poco","muy poco","muy poco","mas o menos",40,13,11,11
"GP","F",18,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","servicios publicos","otro","cursos","madre","15 a 30 min","2 a 5 horas",0,"no","si","si","si","si","","si","no","muy buena","mas o menos","mas o menos","muy poco","poco","muy mala",0,8,8,0
"GP","F",18,"urbano","mas de 3","","universitaria","secundaria","otro","otro","cursos","","1 a 15 min","5 a 10 horas",0,"no","si","si","si","si","si","si","si","buena","mas o menos","mucho","muy poco","muy poco","muy buena",9,9,10,9
"GP","F",17,"rural","mas de 3","juntos","secundaria","universitaria","desde casa","servicios publicos","cursos","padre","1 a 15 min","5 a 10 horas",0,"no","si","si","si","no","si","si","no","buena","mas o menos","mucho","poco","muchisimo","muy buena",0,11,11,10
"GP","F",18,"urbano","mas de 3","juntos","universitaria","universitaria","educacion","otro","cursos","madre","1 a 15 min","2 a 5 horas",0,"no","si","si","no","","si","si","no","buena","mucho","mucho","mas o menos","mas o menos","muy buena",2,11,11,11
"GP","F",17,"urbano","mas de 3","separados","universitaria","secundaria","servicios publicos","servicios publicos","cursos","madre","1 a 15 min","2 a 5 horas",0,"","si","si","no","si","si","","si","muy buena","poco","poco","muy poco","poco","muy buena",23,13,13,13
"GP","F",17,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","cursos","madre","1 a 15 min","2 a 5 horas",0,"no","si","no","no","si","si","no","si","buena","poco","poco","muy poco","muy poco","mas o menos",12,11,9,9
"GP","F",17,"rural","menos de 3","","primaria (hasta 9no)","primaria (hasta 9no)","servicios publicos","servicios publicos","cursos","madre","1 a 15 min","5 a 10 horas",0,"no","si","si","si","si","si","si","no","mas o menos","mas o menos","poco","poco","poco","mas o menos",3,11,11,11
"GP","F",17,"urbano","mas de 3","juntos","secundaria","primaria (hasta 4to)","servicios publicos","servicios publicos","cursos","padre","1 a 15 min","5 a 10 horas",0,"","si","no","no","no","si","si","no","mas o menos","mucho","mas o menos","poco","mas o menos","muy buena",1,12,14,15
"GP","F",17,"urbano","menos de 3","","ninguna","primaria (hasta 9no)","desde casa","desde casa","cerca de casa","padre","15 a 30 min","5 a 10 horas",0,"no","no","no","no","si","si","si","no","mas o menos","mas o menos","mas o menos","poco","mas o menos","mala",0,16,15,15
"GP","M",18,"urbano","mas de 3","juntos","universitaria","universitaria","otro","","cursos","madre","1 a 15 min","5 a 10 horas",0,"","no","no","si","si","si","si","no","buena","mas o menos","mas o menos","poco","poco","mas o menos",3,9,12,11
"GP","M",17,"urbano","mas de 3","juntos","secundaria","secundaria","otro","servicios publicos","reputacion","madre","1 a 15 min","menos de 2 horas",0,"no","no","no","si","no","si","","no","buena","mas o menos","muchisimo","mas o menos","muchisimo","muy buena",3,14,15,16
"GP","M",17,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","servicios publicos","otro","cursos","","mas de 1 hora","menos de 2 horas",0,"no","si","no","no","si","si","si","no","buena","mucho","muchisimo","muchisimo","muchisimo","buena",8,11,10,10
"GP","F",17,"urbano","mas de 3","juntos","universitaria","universitaria","educacion","servicios publicos","cursos","madre","1 a 15 min","5 a 10 horas",0,"no","si","si","si","si","si","si","no","muy buena","mucho","mucho","muy poco","mas o menos","buena",7,10,9,9
